Parameter Count: 5694178
Training with 208200 image pairs
/home/navid/.local/lib/python3.10/site-packages/torch/functional.py:504: UserWarning: torch.meshgrid: in an upcoming release, it will be required to pass the indexing argument. (Triggered internally at ../aten/src/ATen/native/TensorShape.cpp:3190.)
  return _VF.meshgrid(tensors, **kwargs)  # type: ignore[attr-defined]
/home/navid/.local/lib/python3.10/site-packages/torch/optim/lr_scheduler.py:138: UserWarning: Detected call of `lr_scheduler.step()` before `optimizer.step()`. In PyTorch 1.1.0 and later, you should call them in the opposite order: `optimizer.step()` before `lr_scheduler.step()`.  Failure to do this will result in PyTorch skipping the first value of the learning rate schedule. See more details at https://pytorch.org/docs/stable/optim.html#how-to-adjust-learning-rate
  warnings.warn("Detected call of `lr_scheduler.step()` before `optimizer.step()`. "
[   100,  0.0000056]     0.0492,     0.2710,     0.4180,    17.6507, 
[   200,  0.0000072]     0.0915,     0.3875,     0.5279,    15.4378, 
[   300,  0.0000088]     0.0989,     0.3931,     0.5125,    15.2682, 
[   400,  0.0000104]     0.1075,     0.3892,     0.5107,    15.6067, 
[   500,  0.0000120]     0.1075,     0.4108,     0.5372,    15.7175, 
[   600,  0.0000136]     0.1284,     0.4293,     0.5410,    15.1383, 
[   700,  0.0000152]     0.0832,     0.3869,     0.5359,    14.2761, 
[   800,  0.0000168]     0.0740,     0.3575,     0.5235,    14.4275, 
[   900,  0.0000184]     0.0573,     0.3221,     0.5152,    14.4993, 
[  1000,  0.0000200]     0.0655,     0.3469,     0.5265,    13.8447, 
[  1100,  0.0000216]     0.0801,     0.3925,     0.5687,    13.0507, 
[  1200,  0.0000232]     0.0891,     0.4100,     0.5743,    13.2034, 
[  1300,  0.0000248]     0.1093,     0.4674,     0.6293,    12.7513, 
[  1400,  0.0000264]     0.0920,     0.4431,     0.6060,    12.4613, 
[  1500,  0.0000280]     0.1111,     0.4711,     0.6441,    10.6898, 
[  1600,  0.0000296]     0.1467,     0.5211,     0.6565,    11.2083, 
[  1700,  0.0000312]     0.1446,     0.5198,     0.6650,    11.0979, 
[  1800,  0.0000328]     0.1524,     0.5355,     0.6744,    10.4884, 
[  1900,  0.0000344]     0.1552,     0.5084,     0.6426,    12.5538, 
[  2000,  0.0000360]     0.1655,     0.5528,     0.6827,    10.5919, 
[  2100,  0.0000376]     0.1891,     0.5770,     0.7079,     9.6130, 
[  2200,  0.0000392]     0.1999,     0.5880,     0.7134,     9.7273, 
[  2300,  0.0000408]     0.2125,     0.5901,     0.7062,    10.1146, 
[  2400,  0.0000424]     0.2471,     0.6042,     0.7106,    10.7008, 
[  2500,  0.0000440]     0.2675,     0.6438,     0.7457,     9.6336, 
[  2600,  0.0000456]     0.2695,     0.6300,     0.7258,    10.0260, 
[  2700,  0.0000472]     0.2741,     0.6414,     0.7461,     9.2721, 
[  2800,  0.0000488]     0.3065,     0.6837,     0.7814,     8.0127, 
[  2900,  0.0000504]     0.3081,     0.6646,     0.7603,     8.8316, 
[  3000,  0.0000520]     0.3272,     0.6883,     0.7739,     8.7021, 
[  3100,  0.0000536]     0.3342,     0.7041,     0.7949,     7.4096, 
[  3200,  0.0000551]     0.3171,     0.6925,     0.7801,     9.2317, 
[  3300,  0.0000567]     0.3387,     0.6838,     0.7724,     8.7192, 
[  3400,  0.0000583]     0.3612,     0.7073,     0.7905,     7.9976, 
[  3500,  0.0000599]     0.3939,     0.7283,     0.8065,     8.0336, 
[  3600,  0.0000615]     0.3878,     0.7175,     0.7940,     9.2458, 
[  3700,  0.0000631]     0.3786,     0.7170,     0.7947,     8.5318, 
[  3800,  0.0000647]     0.3813,     0.7341,     0.8107,     8.0022, 
[  3900,  0.0000663]     0.4269,     0.7435,     0.8161,     7.3306, 
[  4000,  0.0000679]     0.4462,     0.7564,     0.8232,     7.1154, 
[  4100,  0.0000695]     0.4316,     0.7422,     0.8133,     7.8253, 
[  4200,  0.0000711]     0.4401,     0.7349,     0.8036,     8.3759, 
[  4300,  0.0000727]     0.4605,     0.7801,     0.8458,     6.4612, 
[  4400,  0.0000743]     0.4908,     0.7647,     0.8272,     6.6375, 
[  4500,  0.0000759]     0.5268,     0.7861,     0.8450,     6.1221, 
[  4600,  0.0000775]     0.4665,     0.7728,     0.8367,     6.6925, 
[  4700,  0.0000791]     0.5089,     0.7791,     0.8374,     6.9048, 
[  4800,  0.0000807]     0.5243,     0.7847,     0.8436,     6.3879, 
[  4900,  0.0000823]     0.5168,     0.7815,     0.8410,     6.3534, 
