Parameter Count: 5520704
Training with 208200 image pairs
/home/navid/.local/lib/python3.10/site-packages/torch/functional.py:504: UserWarning: torch.meshgrid: in an upcoming release, it will be required to pass the indexing argument. (Triggered internally at ../aten/src/ATen/native/TensorShape.cpp:3190.)
  return _VF.meshgrid(tensors, **kwargs)  # type: ignore[attr-defined]
/home/navid/.local/lib/python3.10/site-packages/torch/optim/lr_scheduler.py:138: UserWarning: Detected call of `lr_scheduler.step()` before `optimizer.step()`. In PyTorch 1.1.0 and later, you should call them in the opposite order: `optimizer.step()` before `lr_scheduler.step()`.  Failure to do this will result in PyTorch skipping the first value of the learning rate schedule. See more details at https://pytorch.org/docs/stable/optim.html#how-to-adjust-learning-rate
  warnings.warn("Detected call of `lr_scheduler.step()` before `optimizer.step()`. "
[   100,  0.0000056]     0.0605,     0.2933,     0.4289,    17.2886, 
[   200,  0.0000072]     0.0795,     0.3692,     0.5143,    14.6954, 
[   300,  0.0000088]     0.0950,     0.3971,     0.5267,    13.9015, 
[   400,  0.0000104]     0.1050,     0.4008,     0.5311,    13.4951, 
[   500,  0.0000120]     0.0894,     0.3766,     0.5168,    15.9482, 
[   600,  0.0000136]     0.0808,     0.3753,     0.5298,    14.4156, 
[   700,  0.0000152]     0.0710,     0.3573,     0.5301,    13.7560, 
[   800,  0.0000168]     0.0767,     0.3842,     0.5650,    14.4514, 
[   900,  0.0000184]     0.0876,     0.4248,     0.6055,    11.4885, 
[  1000,  0.0000200]     0.0826,     0.3949,     0.5756,    12.8603, 
[  1100,  0.0000216]     0.1050,     0.4429,     0.6071,    12.3090, 
[  1200,  0.0000232]     0.1511,     0.5310,     0.6664,    10.6524, 
[  1300,  0.0000248]     0.1908,     0.5610,     0.6800,    12.3145, 
[  1400,  0.0000264]     0.1890,     0.5440,     0.6619,    12.2228, 
[  1500,  0.0000280]     0.2313,     0.5943,     0.7058,    10.0326, 
[  1600,  0.0000296]     0.2552,     0.6223,     0.7243,     9.9746, 
[  1700,  0.0000312]     0.2758,     0.6125,     0.7086,    11.2294, 
[  1800,  0.0000328]     0.2892,     0.6285,     0.7266,     9.8341, 
[  1900,  0.0000344]     0.3175,     0.6478,     0.7398,     8.8923, 
[  2000,  0.0000360]     0.3164,     0.6734,     0.7683,     7.8888, 
[  2100,  0.0000376]     0.3204,     0.6599,     0.7479,     9.5530, 
[  2200,  0.0000392]     0.3365,     0.6832,     0.7713,     8.9618, 
[  2300,  0.0000408]     0.3971,     0.7060,     0.7852,     7.7686, 
[  2400,  0.0000424]     0.3852,     0.7034,     0.7853,     9.0908, 
[  2500,  0.0000440]     0.3876,     0.6959,     0.7740,     9.0915, 
[  2600,  0.0000456]     0.3846,     0.6949,     0.7720,     9.3955, 
[  2700,  0.0000472]     0.4229,     0.7200,     0.7952,     7.6491, 
[  2800,  0.0000488]     0.3953,     0.7061,     0.7833,     9.2839, 
[  2900,  0.0000504]     0.4239,     0.7248,     0.8050,     7.2409, 
[  3000,  0.0000520]     0.4480,     0.7237,     0.7946,     8.8396, 
[  3100,  0.0000536]     0.4391,     0.7128,     0.7819,     9.3628, 
[  3200,  0.0000551]     0.4593,     0.7258,     0.7936,     9.0483, 
[  3300,  0.0000567]     0.4668,     0.7396,     0.8086,     7.4365, 
[  3400,  0.0000583]     0.5027,     0.7702,     0.8345,     6.1572, 
[  3500,  0.0000599]     0.5073,     0.7625,     0.8250,     6.9395, 
[  3600,  0.0000615]     0.4955,     0.7535,     0.8166,     7.5739, 
[  3700,  0.0000631]     0.5292,     0.7747,     0.8330,     6.6768, 
[  3800,  0.0000647]     0.5462,     0.7817,     0.8374,     6.8861, 
[  3900,  0.0000663]     0.5309,     0.7755,     0.8340,     7.2951, 
[  4000,  0.0000679]     0.5377,     0.7684,     0.8262,     7.3809, 
[  4100,  0.0000695]     0.5748,     0.8054,     0.8574,     6.3570, 
[  4200,  0.0000711]     0.5866,     0.8072,     0.8572,     6.2195, 
[  4300,  0.0000727]     0.5436,     0.7755,     0.8328,     7.3136, 
[  4400,  0.0000743]     0.5783,     0.7924,     0.8456,     6.4635, 
[  4500,  0.0000759]     0.5964,     0.8064,     0.8559,     6.4523, 
[  4600,  0.0000775]     0.5869,     0.7982,     0.8480,     7.5647, 
[  4700,  0.0000791]     0.6153,     0.8223,     0.8704,     4.9142, 
[  4800,  0.0000807]     0.5828,     0.7949,     0.8448,     7.0422, 
[  4900,  0.0000823]     0.6115,     0.8137,     0.8635,     5.9602, 
[  5000,  0.0000839]     0.5905,     0.7953,     0.8458,     6.6972, 
Validation (clean) EPE: 5.986248, 1px: 0.642041, 3px: 0.843690, 5px: 0.885211
Validation (final) EPE: 5.943103, 1px: 0.606118, 3px: 0.816341, 5px: 0.864514
[  5100,  0.0000855]     0.5990,     0.8056,     0.8546,     6.5959, 
[  5200,  0.0000871]     0.5939,     0.7962,     0.8445,     7.0758, 
[  5300,  0.0000887]     0.6133,     0.8103,     0.8594,     5.7777, 
[  5400,  0.0000903]     0.6101,     0.8166,     0.8657,     5.9349, 
[  5500,  0.0000919]     0.6143,     0.8100,     0.8569,     6.1899, 
[  5600,  0.0000935]     0.6059,     0.8017,     0.8485,     6.8372, 
[  5700,  0.0000951]     0.6303,     0.8207,     0.8645,     6.4725, 
[  5800,  0.0000967]     0.6017,     0.8008,     0.8482,     6.9609, 
[  5900,  0.0000983]     0.6326,     0.8242,     0.8685,     5.9090, 
[  6000,  0.0000999]     0.6587,     0.8440,     0.8854,     4.9630, 
[  6100,  0.0000999]     0.6451,     0.8249,     0.8677,     6.0250, 
[  6200,  0.0000998]     0.6523,     0.8351,     0.8779,     5.0570, 
[  6300,  0.0000997]     0.6106,     0.8015,     0.8497,     6.8264, 
[  6400,  0.0000997]     0.6415,     0.8151,     0.8574,     6.7249, 
[  6500,  0.0000996]     0.6438,     0.8290,     0.8717,     5.5994, 
[  6600,  0.0000995]     0.6372,     0.8149,     0.8593,     6.9496, 
[  6700,  0.0000994]     0.6749,     0.8388,     0.8793,     5.2374, 
[  6800,  0.0000993]     0.6606,     0.8367,     0.8798,     5.0973, 
[  6900,  0.0000992]     0.6689,     0.8474,     0.8911,     4.3335, 
[  7000,  0.0000991]     0.6758,     0.8383,     0.8768,     6.1933, 
[  7100,  0.0000990]     0.6787,     0.8486,     0.8892,     5.1185, 
[  7200,  0.0000990]     0.6827,     0.8444,     0.8823,     5.0168, 
[  7300,  0.0000989]     0.6875,     0.8573,     0.8965,     4.3777, 
[  7400,  0.0000988]     0.7007,     0.8605,     0.8978,     4.4757, 
[  7500,  0.0000987]     0.6858,     0.8456,     0.8848,     5.1831, 
